time,t1,t2,t3,t4,t5,t6
0.0011620521545410156,6.436598606826022,11.797517150062653,6.382452465448688,12.216252518789766,5.843361927977112,12.086155395102463
0.009761333465576172,6.41315129955785,11.814330457271359,6.342934649640053,12.212241917045455,5.784780894237501,12.08502941368829
0.01641845703125,5.908180058794914,11.1722518700344,5.850392676707433,11.631308510474938,5.381961661775705,11.486204496382557
0.022901535034179688,5.266173559968295,10.142630975364087,5.188819848917323,11.356332970507175,4.671450301939526,11.224967503603747
0.02969980239868164,5.298681387921395,10.18917166458854,5.250405398012677,11.321291115695628,4.6610985929736515,11.19886639703625
0.03648734092712402,5.239883760434285,10.193082092804218,5.16496645316067,10.790862694470217,4.370079113384852,10.662265420024111
0.044344425201416016,4.99613820297401,10.087531739905973,5.215063764315372,11.184214817161786,4.320057914053278,11.09916571537724
0.05140519142150879,5.212266784112188,10.264771261664205,5.125909146904107,11.166211210073815,4.270558597122405,11.162299217595136
0.05825328826904297,5.1587135954749535,10.106551381024289,5.027706707002721,10.385332448507125,4.084040897438789,10.308971656630495
0.06541705131530762,5.105200653758317,10.325074945081075,4.9651541253074445,10.382607048076679,3.934272319605083,10.336267867804832
0.07222318649291992,4.982080208754806,9.952129371950628,4.886924380877926,10.636867031982359,4.021030426209521,10.626152543369464
0.07904481887817383,4.630343803932883,10.02894361700988,4.832404138390003,10.883520961498267,3.9903271270146474,10.769503022135442
0.08596682548522949,4.6152430826543105,9.885923282664226,4.80886588489987,10.278652007370981,3.750147019160817,10.076273404399775
0.09258317947387695,4.647233807263977,9.81475909145165,4.624876076641028,11.015199242104497,3.743006906386884,9.968473383564968
0.10020303726196289,4.642244006645763,9.7909634482132,4.526950430004264,10.681435829269224,3.701233817519484,10.564524979886155
0.10705828666687012,4.526256339222925,10.090600598207622,4.591205340260949,10.018526257440914,3.6258174352275456,9.976639766382249
0.11376357078552246,4.320980386663043,9.802027476065385,4.592457878337042,10.434272692904521,3.5232401944457976,10.356416022757212
0.12047863006591797,4.449642420336023,9.775583474801778,4.483731223932284,10.402661645888353,3.5085004516155602,10.29114918630137
0.1270735263824463,4.361473014296754,10.016346901666607,4.327166975094502,9.930821790512054,3.3341814302639654,9.773560684258323
0.13389205932617188,4.310207432518321,10.047337588181025,4.512207942774877,9.860957875874288,3.233708324997953,9.673772812103897
0.14088845252990723,4.148827099732897,9.958789204381869,4.301820892479579,9.874339020414459,3.188968702065688,9.67974586706507
0.14866423606872559,3.98963362807015,9.54855386621703,4.101108146900393,10.395209445605627,3.258136374632173,10.177997433034289
0.15538525581359863,4.19685901686817,9.816039444532962,4.039443819331524,9.896673259432593,3.1524320742847554,9.706369536332357
0.16249442100524902,3.8719501198214417,9.464818674297373,3.936856745668949,10.34399306523195,3.195554891135981,10.131740698836238
0.17020225524902344,3.893928712501287,9.79849960623776,3.965280089204692,9.75993224438395,3.0275921530663075,9.563513860169792
0.17692804336547852,3.809917846280458,9.494102537652605,3.9012502937915654,10.21323066639982,3.0449203646062246,9.99551762509575
0.18467473983764648,3.70438627461722,9.350919430898136,3.9508921037952325,9.722861875155223,2.9403978420602224,9.500033962431505
0.19178199768066406,3.6801944538840665,9.075446897252625,3.711225500228922,10.173283460002178,2.9737756360436616,9.955933351570874
0.19939255714416504,3.623998830230457,9.579377126980056,3.7579038790859425,9.653031795115162,2.829464153748674,9.422910792630011
0.2063145637512207,3.5747066827520353,9.494913674541744,3.6670385608033973,9.229003605972261,2.760741158567113,9.111716429360632
0.21390891075134277,3.5219523462780953,9.599297640317719,3.62479203432411,9.39032994175929,2.6983696048595984,9.222781216235424
0.2213599681854248,3.45600915724036,9.460265647654857,3.5338896046908572,9.21472630581906,2.676207499738751,9.114981853724643
0.22805142402648926,3.3454792393893453,9.214917016063222,3.466202939457798,9.920981397143482,2.7091270482195693,8.945444941844507
0.2345874309539795,3.3351391156210775,9.341917450860223,3.4122464091442875,9.380850624991188,2.6632526731946813,9.162749994688197
0.24170851707458496,3.302692710915464,9.249216237424196,3.3756214300082443,9.240071628965772,2.6232673680654357,9.074458466098692
0.2490086555480957,3.2449000213950763,8.900415220304314,3.3102633960329575,9.407932254067632,2.629738218991873,9.409009735359597
0.25606513023376465,3.2002573308218825,8.860050949494436,3.2785310574693947,9.346501206100701,2.577680825482375,9.33311548835896
