time,L1_y,L1_z,L4_y,L4_z
0.0025179386138916016,139.04203400511204,71.67726215569981,346.2026590471144,42.02054603076255
0.01596212387084961,139.04203380003014,71.677262876986,346.20265911612364,42.020545594051576
0.024509668350219727,139.04203369747688,71.67726323767253,346.2026591506369,42.020545375641085
0.0316462516784668,139.31359485097718,70.7024770870285,346.4039282888615,40.6832109927516
0.041806936264038086,139.8750081110244,68.78882972151196,346.67067866117816,39.168702279416834
0.04897165298461914,140.2486831722997,67.48583725487148,346.8304593649289,38.241175449749456
0.05614018440246582,140.66700724848894,65.98376859365035,347.01044097106103,37.185726722910275
0.06396317481994629,141.0140113518664,64.70867355478141,347.1655548434994,36.2514924362184
0.07130122184753418,141.29779241811576,63.645882929182235,347.29282378657683,35.466180579000984
0.0787351131439209,141.69234224299424,62.14056636619576,347.4493355011962,34.475707709192754
0.086395263671875,142.07932432969346,60.63037235545929,347.6063775450989,33.44785610877798
0.09394097328186035,142.39154752160636,59.38216540948505,347.7330492979721,32.5947742252624
0.1012730598449707,142.68554720122805,58.183503889166005,347.85432320477355,31.753599748596343
0.10944056510925293,143.0375159628445,56.72141169690765,347.9848485634524,30.819888451242054
0.11722469329833984,143.3661177065628,55.31991835446363,348.11897648479373,29.824570341900948
0.1246645450592041,143.69190512497846,53.89773010280428,348.23794091747936,28.912811856242463
0.13169002532958984,143.90617297088963,52.93958293688503,348.325025480093,28.22301470712975
0.13906168937683105,144.20517480592252,51.58143789105219,348.43379490854556,27.337098002684105
0.14640569686889648,144.48604246035882,50.27309231299896,348.5437236858081,26.40661977772664
0.15401387214660645,144.7698325362547,48.91774854579729,348.639336003236,25.572735490317612
0.16126680374145508,145.0023881838345,47.78117411846154,348.7202863994836,24.839141330689873
0.1694808006286621,145.14880829359458,47.052243962100405,348.7729189143933,24.348435112815654
0.17897343635559082,145.4377555335582,45.58100297462378,348.8748335074195,23.36476412045644
0.1868457794189453,145.64956060133233,44.48054478015096,348.970467477389,22.387389474755214
0.19468116760253906,145.81823508228345,43.590408247624225,349.0309446978332,21.744641645757625
0.20314526557922363,146.04135559489836,42.38573513614971,349.11956874454194,20.761891687158265
0.2107234001159668,146.25470015105287,41.19788491205241,349.2013431792351,19.809944297610706
0.21977615356445312,146.47273334345394,39.94819173461329,349.2835167491383,18.79844779443593
0.22714614868164062,146.65461948587196,38.873603336588346,349.3455231238186,17.994336811060613
0.23493671417236328,146.85662688853807,37.6430659932964,349.4129553050542,17.071355228308583
0.24449443817138672,147.07217040763024,36.27843865944532,349.4813682502237,16.07292761667925
0.2517712116241455,147.2221420964617,35.30014884393967,349.529259498084,15.326763603882805
0.2595479488372803,147.38292447774003,34.22143047181778,349.58692626873477,14.36529601418629
0.2670612335205078,147.4503003745674,33.75551830787519,349.6027739932309,14.086805154867108
0.27414870262145996,147.59849204811215,32.70996619721575,349.6498484207549,13.214535876984364
0.2814314365386963,147.7339834710713,31.72091980524188,349.6899836879885,12.405884065040656
0.28836631774902344,147.83807000077113,30.931846150662135,349.7260851573957,11.613168423492505
0.29607319831848145,147.9757079111149,29.85627743874789,349.76333251286303,10.704854548472298
0.30330562591552734,148.09088324974977,28.935559284183046,349.7931878626863,9.88748865318572
0.3114323616027832,148.19803786928756,28.047082943061152,349.8195632533574,9.064818297397064
0.31830692291259766,148.2950618973751,27.218777445085202,349.8451655077214,8.148018998181929
0.3258841037750244,148.37176648722593,26.552126649023798,349.86417483832236,7.357364224156782
0.333728551864624,148.4573757464504,25.788649692432926,349.8809323772116,6.508474544038299
0.341705322265625,148.5154530734986,25.257815713323,349.8911437766003,5.86135658222859
0.3489677906036377,148.59971703835083,24.446437329938508,349.90138578460494,4.997907490444322
0.35619163513183594,148.6730285417147,23.722342207413462,349.90759488712956,4.163408679884847
0.3642613887786865,148.74716300325179,22.94573083892191,349.9108742784809,3.2733654478390943
0.37168216705322266,148.82006034920315,22.148232530895978,349.91020495846885,2.4278042654793293
0.3848707675933838,148.88704477410397,21.385933017386087,349.90567780269737,1.5612136652363562
0.3926999568939209,148.93265224959364,20.847696093249027,349.9002056296922,0.8877205410610924
0.399824857711792,148.97575229877955,20.328298165526565,349.8934765296403,0.31761664680414037
0.4076573848724365,149.04549575058599,19.458809692700925,349.87661467056415,-0.7614794831737604
0.41600728034973145,149.08693126235906,18.899894883214564,349.8648579880893,-1.345212848839127
0.4244213104248047,149.1334813315813,18.28097641829264,349.8432609145117,-2.2257794568029516
0.4322848320007324,149.14015406674486,18.187989378302763,349.84003297182704,-2.3507554232217696
0.43999719619750977,149.1874304155031,17.521485112035844,349.80949949454896,-3.3978591970978553
0.4500463008880615,149.22503495136988,16.961959104372518,349.7780864220406,-4.325968254244103
0.45900702476501465,149.2547043234379,16.514751814587783,349.74809399894855,-5.12665051565863
0.46677255630493164,149.28709490007145,16.01928423592315,349.71160363173146,-5.982072452588251
0.4748353958129883,149.3162657268534,15.528954305348257,349.67855597770466,-6.687608904125756
0.48389267921447754,149.34728084370312,15.010802938824193,349.6334797703725,-7.551471738842324
0.491485595703125,149.3758187959662,14.516091291865427,349.58235148314213,-8.450393199415904
0.5003652572631836,149.39890364435905,14.11718538257365,349.53973477288866,-9.15527655565834
0.508936882019043,149.4242967678073,13.6365216848648,349.48156228814014,-10.054826672053194
0.5195317268371582,149.4371787200842,13.382655355953931,349.4487868814881,-10.531784285191359
0.5302724838256836,149.4630724497692,12.848329252497637,349.3772145417816,-11.517670164545477
0.5370326042175293,149.4630724497692,12.848329252497637,349.3772145417816,-11.517670164545477
0.5474753379821777,149.50354042851004,12.025842190714158,349.24885961028366,-13.109403150582992
0.5547263622283936,149.51610803494307,11.72149178819977,349.20850156655104,-13.576056763304969
0.5624945163726807,149.5330172187762,11.358969421178964,349.1414679631996,-14.326604277609304
0.5696814060211182,149.5405239959352,11.190377748161902,349.10436615719857,-14.724744592748834
0.5793476104736328,149.56072397726743,10.683673595815572,349.0115951735954,-15.679480022661716
0.588017463684082,149.5705590851498,10.412176812795014,348.9625775710187,-16.16300803445796
0.5952732563018799,149.58821764335724,9.942550506487198,348.8716365967198,-17.024435603486882
0.6037132740020752,149.60053651671487,9.63070790816957,348.80722039138027,-17.609210921526397
0.6122350692749023,149.61630208831008,9.207024333661264,348.7093575271838,-18.458760079059342
0.6200301647186279,149.6294448276654,8.800930211091513,348.61829387879413,-19.20600052453915
0.6278276443481445,149.63641636417793,8.589592880627533,348.5779594367042,-19.53102645973228
0.6367597579956055,149.65310326186153,8.08224717601478,348.4487120209461,-20.534406081122484
0.6476850509643555,149.66796813538838,7.543366834191513,348.3441553488068,-21.30564313830668
0.6552214622497559,149.67355396707114,7.359412738397303,348.29083104203704,-21.691197121985656
0.6630408763885498,149.6832483306146,6.979569248821597,348.2140570110938,-22.229849666844235
0.6717560291290283,149.7007111603191,6.2732733068043265,348.03507859172134,-23.439298140280506
0.6792521476745605,149.7105423888503,5.863435754300431,347.91701290040567,-24.207510836318573
0.6875286102294922,149.7199007755359,5.450313917785941,347.80033685156116,-24.943093319569712
0.6989259719848633,149.73214633051103,4.789291441605341,347.6587845565038,-25.77212600211297
0.7061357498168945,149.73214633051103,4.789291441605341,347.6587845565038,-25.77212600211297
0.7144210338592529,149.7505952117316,3.6196222645029534,347.35485701477467,-27.470774139983458
0.7229645252227783,149.75783807268309,3.084670723358183,347.2041397750694,-28.277224527998257
0.7402417659759521,149.7683509041438,2.030527776173647,346.92236695666577,-29.703439677724624
0.7479093074798584,149.7689984126795,1.9459059533144962,346.9010564733086,-29.806525290631374
0.7726876735687256,149.77509080584264,0.7004618731780848,346.6078836462963,-31.15062925363566
0.7892899513244629,149.77497924635713,0.09057047946357202,346.4825466458168,-31.692974136862077
0.8000438213348389,149.77490095603068,-0.20126400139712594,346.42116238173094,-31.948995724590734
0.8169083595275879,149.77474234007707,-0.2998507750611177,346.40071811618145,-32.03407411314603
0.8241138458251953,149.77013320601384,-1.4466961253408253,346.17455927837875,-32.94574437246254
0.8335669040679932,149.76865172971435,-1.6735200751270491,346.1334463095303,-33.103385558749665
0.8502862453460693,149.76150132077692,-2.5101482488409785,345.98953542398056,-33.63600333045354
0.8575446605682373,149.7552325704922,-3.1210065585353948,345.887677251085,-33.99274051736867
