diff_x,diff_y,diff_z,cur_2,cur_3
4.85898494720459,5.53528642654419,16.2589225769043,-408.880004882812,-51.1100006103516
3.34967851638794,5.4038577079773,15.6563119888306,-344.320007324219,-32.2799987792969
3.2896089553833,5.30648374557495,15.8005723953247,-349.700012207031,-40.3499984741211
3.41328978538513,5.68579578399658,18.446008682251,-344.320007324219,-48.4199981689453
3.23243713378906,5.32279968261719,17.5456962585449,-341.630004882813,-45.7299995422363
1.74111139774323,5.17563104629517,13.8827610015869,-301.279998779297,-32.2799987792969
1.90181529521942,1.90269017219543,14.4885625839233,-387.359985351562,-16.1399993896484
1.90449643135071,1.92236053943634,14.9814014434814,-357.769989013672,-34.9700012207031
1.40393197536469,2.09650683403015,17.9951629638672,-336.25,-24.2099990844727
1.18100869655609,2.86708974838257,15.5908346176147,-392.739990234375,-43.0400009155273
