diff_x,diff_y,diff_z,cur_2,cur_3
4.74900627136231,4.72128868103027,15.5663423538208,-355.079986572266,-13.4499998092651
4.28865766525269,5.34244394302368,15.0501489639282,-406.190002441406,2.69000005722046
3.7215735912323,4.7140474319458,13.3323068618774,-376.600006103516,0
4.3231053352356,4.84160470962524,13.2362689971924,-408.880004882812,0
4.66085386276245,5.16221857070923,12.7373523712158,-430.399993896484,0
4.65312147140503,5.54436826705933,13.4856767654419,-451.920013427734,0
4.19915580749512,5.19322204589844,13.3535242080688,-422.329986572266,2.69000005722046
4.36139440536499,5.58525133132935,14.0943155288696,-425.019989013672,-2.69000005722046
4.97403240203857,4.14772653579712,14.4875183105469,-371.220001220703,-21.5200004577637
4.92743253707886,3.76522183418274,15.0223751068115,-347.010009765625,-10.7600002288818
4.08913660049439,5.44055128097534,14.5065317153931,-368.529998779297,-21.5200004577637
3.86208415031433,5.91225004196167,15.3798828125,-355.079986572266,-40.3499984741211
3.50905346870422,6.48161602020264,15.0354824066162,-379.290008544922,-24.2099990844727
3.63157296180725,6.53212261199951,16.1153297424316,-395.429992675781,-24.2099990844727
3.93255734443665,7.42103147506714,17.1647090911865,-414.260009765625,-40.3499984741211
2.87740659713745,7.50528144836426,16.528434753418,-508.410003662109,-21.5200004577637
73.3190383911133,132.711715698242,275.186584472656,-392.739990234375,-26.8999996185303
3.08490920066833,7.36217594146729,16.2651863098145,-422.329986572266,-21.5200004577637
3.00985908508301,6.59331464767456,16.3135471343994,-384.670013427734,-24.2099990844727
3.00985908508301,6.59331464767456,16.3135471343994,-376.600006103516,-21.5200004577637
3.13564133644104,6.78578758239746,17.0259056091309,-381.980010986328,-29.5900001525879
3.72364974021912,6.24324607849121,16.7001094818115,-381.980010986328,-37.6599998474121
3.66613268852234,5.86169624328613,16.2976722717285,-333.559997558594,-40.3499984741211
5.95966339111328,5.75940227508545,15.8626699447632,-430.399993896484,-32.2799987792969
3.73629379272461,5.62856912612915,16.5941390991211,-330.869995117187,-37.6599998474121
3.47315692901611,5.36740303039551,16.4883136749268,-303.970001220703,-43.0400009155273
4.39993762969971,5.61325836181641,17.167200088501,-355.079986572266,-29.5900001525879
4.77666759490967,5.97041845321655,18.382963180542,-376.600006103516,-29.5900001525879
