diff_x,diff_y,diff_z,cur_2,cur_3
3.22734951972961,2.4676501750946,10.1126775741577,-373.910003662109,-45.7299995422363
3.16680264472961,2.40656638145447,14.225133895874,-425.019989013672,-34.9700012207031
2.76187491416931,2.03084826469421,12.1756191253662,-408.880004882812,-51.1100006103516
3.34732627868652,2.68565988540649,14.6602754592896,-408.880004882812,-51.1100006103516
3.1640830039978,2.88497996330261,16.0101451873779,-408.880004882812,-51.1100006103516
3.0559778213501,2.33934020996094,15.776123046875,-387.359985351562,-45.7299995422363
2.51221060752869,2.06732511520386,14.8011474609375,-360.459991455078,-32.2799987792969
2.85357642173767,1.86608183383942,14.9954700469971,-330.869995117187,-48.4199981689453
3.95443058013916,2.14689445495605,14.0471153259277,-408.880004882812,10.7600002288818
4.58726072311401,2.19920229911804,15.0954370498657,-435.779998779297,-59.1800003051758
4.2054500579834,1.92549693584442,14.5073070526123,-422.329986572266,-59.1800003051758
3.89654326438904,1.64939141273499,13.6180076599121,-384.670013427734,-67.25
3.73903560638428,1.67099368572235,15.1848134994507,-400.809997558594,-43.0400009155273
3.86927556991577,2.23762536048889,14.3857927322388,-400.809997558594,-53.7999992370605
4.09837961196899,2.48307991027832,14.9090127944946,-403.5,-61.8699989318848
3.65518999099731,2.7654550075531,14.6841402053833,-438.470001220703,-48.4199981689453
5.69345140457153,4.56006336212158,12.0982980728149,-368.529998779297,-5.38000011444092
5.66876983642578,5.09967470169067,12.4694204330444,-435.779998779297,5.38000011444092
6.17615175247192,5.54727935791016,13.6263046264648,-468.059997558594,5.38000011444092
5.80861186981201,5.15380620956421,16.0060024261475,-357.769989013672,-43.0400009155273
6.28610324859619,5.31355381011963,16.7082080841064,-371.220001220703,-37.6599998474121
