diff_x,diff_y,diff_z,cur_2,cur_3
2.00855350494385,1.18499302864075,5.63467741012573,-185.610000610352,-2.69000005722046
2.40847706794739,1.23676335811615,6.94028472900391,-193.679992675781,-10.7600002288818
2.92930746078491,1.61921453475952,9.25007915496826,-204.440002441406,-16.1399993896484
2.35614728927612,1.78126907348633,8.81831455230713,-185.610000610352,-24.2099990844727
2.39829182624817,1.88824236392975,6.83765077590942,-209.820007324219,8.06999969482422
1.98866641521454,2.23537182807922,8.15440654754639,-217.889999389648,-10.7600002288818
2.3968288898468,1.87981629371643,8.59750938415527,-225.960006713867,-13.4499998092651
1.51717662811279,1.72995090484619,5.64130449295044,-193.679992675781,2.69000005722046
1.69862926006317,1.96073639392853,6.19663810729981,-215.199996948242,-16.1399993896484
1.90109407901764,1.49869787693024,5.67721462249756,-188.300003051758,5.38000011444092
2.84223818778992,3.03379034996033,9.87853145599365,-293.209991455078,5.38000011444092
1.6528332233429,1.45223951339722,4.3922324180603,-172.160003662109,0
2.18442988395691,1.3582204580307,8.81664943695068,-188.300003051758,-16.1399993896484
2.70918393135071,2.09030604362488,11.7291717529297,-193.679992675781,-32.2799987792969
2.34370756149292,1.50398063659668,10.2275581359863,-201.75,-16.1399993896484
