diff_x,diff_y,diff_z,cur_2,cur_3
1.7270156145095825,1.5303103923797607,6.466475963592529,-188.3000030517578,-29.59000015258789
1.5907913446426392,1.9774730205535889,8.504109382629395,-201.75,-29.59000015258789
1.4802781343460083,2.0989062786102295,7.1463847160339355,-201.75,-24.209999084472656
1.4255579710006714,2.008662223815918,7.754943370819092,-193.67999267578125,-37.65999984741211
1.8562301397323608,1.7352341413497925,6.345701694488525,-201.75,-34.970001220703125
1.9196799993515015,2.366659641265869,6.888157844543457,-220.5800018310547,-32.279998779296875
1.5374600887298584,2.0179014205932617,8.026749610900879,-207.1300048828125,-40.349998474121094
1.0019968748092651,1.4243589639663696,6.06409215927124,-145.25999450683594,-26.899999618530273
1.6053204536437988,1.6495097875595093,6.9270501136779785,-201.75,-26.899999618530273
0.5873693823814392,1.2816028594970703,4.060133934020996,-139.8800048828125,-18.829999923706055
1.1226955652236938,0.9964131712913513,2.625000476837158,-118.36000061035156,2.690000057220459
1.138326644897461,1.1927331686019897,5.080074787139893,-172.16000366210938,-21.520000457763672
0.762188732624054,1.5059925317764282,6.364112377166748,-180.22999572753906,-16.139999389648438
1.0234638452529907,1.3455296754837036,6.29800271987915,-177.5399932861328,-29.59000015258789
1.5536446571350098,1.0061689615249634,6.3011369705200195,-156.02000427246094,-24.209999084472656
1.7903205156326294,1.9630459547042847,8.863210678100586,-180.22999572753906,-37.65999984741211
1.3683350086212158,2.081571102142334,9.364677429199219,-215.1999969482422,-16.139999389648438
1.5333367586135864,2.3605148792266846,8.281376838684082,-193.67999267578125,-37.65999984741211
1.1916440725326538,1.4505853652954102,5.903573513031006,-161.39999389648438,-24.209999084472656
1.8324607610702515,1.599277377128601,7.787622451782227,-207.1300048828125,-29.59000015258789
0.5268394947052002,0.21717555820941925,1.954953670501709,-75.31999969482422,0.0
0.9792916774749756,1.0379887819290161,4.365124225616455,-137.19000244140625,0.0
0.7354388236999512,0.6763129830360413,3.3028721809387207,-110.29000091552734,-2.690000057220459
